
==================================================
ARCUS-X RUN START
Run ID: 2026-09-06T12:11:50
Model: MAI-Thinking-1
Total Probes: 2700
==================================================

------------------------------
EXECUTION COMPATIBILITY
Provider: azure
Model: MAI-Thinking-1
Adaptations:
- max_tokens -> max_completion_tokens
  (reason: [UNSUPPORTED_PARAMETER] provider=azure model=MAI-Thinking-1 time=2026-09-06T16:12:16.817090 status=400 code=invalid_request_error retryable=False recoverable=True feature=max_tokens: `max_tokens` is not supported; use `max_completion_tokens` instead.)
------------------------------

=== RAW STREAM ENTRY (Tokens: 170) ===
Parameters: z=78, gravity=3.0, tier=2, grid=default
Grid: 5x5
InitialState: (2, 0)
InputTokens: 1058
OutputTokens: 3721
------------------------------
[MODEL OUTPUT]:
[3,5]
[2,5]
[1,5]
[1,6]
[2,6]
[3,6]
[2,6]
[2,5]
[1,5]
[1,4]
[1,5]
[0,5]
[0,6]
[1,6]
[0,6]
[0,5]
[0,6]
[6,6]
[6,5]
[6,6]
[6,5]
[5,5]
[5,4]
[5,3]
[4,3]
[5,3]
[6,3]
[6,2]
[5,2]
[4,2]
[4,1]
[4,2]
[5,2]
[5,3]
[5,2]
[5,1]

[GROUND TRUTH EXPECTED]:
[3,5]
[2,5]
[1,5]
[1,6]
[2,6]
[3,6]
[2,6]
[2,5]
[1,5]
[1,4]
[1,5]
[0,5]
[0,6]
[1,6]
[0,6]
[0,5]
[0,6]
[6,6]
[6,5]
[6,6]
[6,5]
[5,5]
[5,4]
[5,3]
[4,3]
[5,3]
[6,3]
[6,2]
[5,2]
[4,2]
[4,1]
[4,2]
[5,2]
[5,3]
[5,2]
[5,1]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=38, gravity=15.0, tier=0, grid=default
Grid: 5x8
InitialState: (3, 6)
Actions: ['north', 'north', 'north', 'west', 'south', 'west', 'north', 'north', 'south', 'south', 'east', 'east', 'south', 'north', 'north', 'south', 'east', 'east', 'south', 'south', 'north', 'east', 'east', 'north', 'east', 'south', 'south', 'south', 'south', 'east', 'east', 'south', 'west', 'north', 'east', 'north', 'east', 'south']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=0, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=baseline, experiment_hash=c1258959dc528c5f63114d9e47005840199b343dc621f6dfac439b123f9126cb
Latency(ms): 60850.112
InputTokens: 877
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[3,6]
[3,7]
[3,0]
[3,1]
[2,1]
[2,0]
[1,0]
[1,1]
[1,2]
[1,1]
[1,0]
[2,0]
[3,0]
[3,7]
[3,0]
[3,1]
[3,0]
[4,0]
[0,0]
[0,7]
[0,6]
[0,7]
[1,7]
[2,7]
[2,0]
[3,0]
[3,7]
[3,6]
[3,5]
[3,4]
[4,4]
[0,4]
[0,3]
[4,3]
[4,4]
[0,4]
[0,5]
[1,5]
[1,4]

==============================

=== RAW STREAM ENTRY (Tokens: 113) ===
Parameters: z=38, gravity=15.0, tier=1, grid=default
Grid: 9x7
InitialState: (1, 5)
Actions: ['west', 'north', 'south', 'west', 'south', 'south', 'north', 'north', 'north', 'east', 'east', 'west', 'east', 'south', 'south', 'south', 'east', 'south', 'east', 'east', 'west', 'east', 'south', 'south', 'west', 'south', 'north', 'east', 'west', 'east', 'west', 'east', 'north', 'north', 'west', 'south', 'south', 'north']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=1, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=semantic_disruption, experiment_hash=05effb855801b4672f460637a08eba46b8997599f1d0809b0c041b2b772497f6
Latency(ms): 38597.570
InputTokens: 1280
OutputTokens: 2737
------------------------------
[MODEL OUTPUT]:
[1,5]
[0,5]
[0,6]
[0,5]
[8,5]
[8,4]
[8,3]
[8,4]
[8,5]
[8,6]
[0,6]
[1,6]
[0,6]
[1,6]
[1,5]
[1,4]
[1,3]
[2,3]
[2,2]
[3,2]
[4,2]
[3,2]
[4,2]
[4,1]
[4,0]
[3,0]
[3,6]
[3,0]
[4,0]
[3,0]
[4,0]
[3,0]
[4,0]
[4,1]
[4,2]
[3,2]
[3,1]
[3,0]

[GROUND TRUTH EXPECTED]:
[1,5]
[0,5]
[0,6]
[0,5]
[8,5]
[8,4]
[8,3]
[8,4]
[8,5]
[8,6]
[0,6]
[1,6]
[0,6]
[1,6]
[1,5]
[1,4]
[1,3]
[2,3]
[2,2]
[3,2]
[4,2]
[3,2]
[4,2]
[4,1]
[4,0]
[3,0]
[3,6]
[3,0]
[4,0]
[3,0]
[4,0]
[3,0]
[4,0]
[4,1]
[4,2]
[3,2]
[3,1]
[3,0]
[3,1]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=38, gravity=15.0, tier=2, grid=default
Grid: 11x12
InitialState: (4, 10)
Actions: ['south', 'south', 'west', 'south', 'east', 'north', 'west', 'east', 'east', 'east', 'north', 'north', 'south', 'south', 'north', 'east', 'west', 'west', 'west', 'south', 'east', 'north', 'south', 'east', 'south', 'west', 'east', 'north', 'west', 'south', 'north', 'east', 'west', 'west', 'east', 'west', 'west', 'south']
TransitionRules: {'north': {'dx': 0, 'dy': -1}, 'south': {'dx': 0, 'dy': 1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=2, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=attribute_inversion, experiment_hash=87caa92cbda06ac3e708a850656d57ffc399758618f9c98c4affadf600b6923e
Latency(ms): 60792.043
InputTokens: 876
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[4,10]
[4,11]
[4,0]
[3,0]
[3,1]
[4,1]
[4,0]
[3,0]
[4,0]
[5,0]
[6,0]
[6,11]
[6,10]
[6,11]
[6,0]
[6,11]
[7,11]
[6,11]
[5,11]
[4,11]
[4,0]
[5,0]
[5,11]
[5,0]
[6,0]
[6,1]
[5,1]
[6,1]
[6,0]
[5,0]
[5,1]
[5,0]
[6,0]
[5,0]
[4,0]
[5,0]
[4,0]
[3,0]
[3,1]

==============================

=== RAW STREAM ENTRY (Tokens: 113) ===
Parameters: z=38, gravity=15.0, tier=3, grid=default
Grid: 12x5
InitialState: (7, 4)
Actions: ['west', 'south', 'north', 'west', 'north', 'west', 'north', 'east', 'east', 'south', 'south', 'north', 'east', 'west', 'east', 'east', 'south', 'west', 'north', 'west', 'north', 'east', 'south', 'east', 'east', 'south', 'east', 'west', 'south', 'east', 'west', 'east', 'north', 'south', 'south', 'south', 'north', 'north']
TransitionRules: {'north': {'dx': -1, 'dy': 0}, 'south': {'dx': 1, 'dy': 0}, 'east': {'dx': 0, 'dy': 1}, 'west': {'dx': 0, 'dy': -1}}
EnvironmentMetadata: seed=6430, tier=3, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=coordinate_transformation, experiment_hash=f53a398fcdcb8b2a274121092835c6f96ef2605298be7cef28b62932ef29bdba
Latency(ms): 30415.500
InputTokens: 1136
OutputTokens: 1808
------------------------------
[MODEL OUTPUT]:
[7,4]
[7,3]
[8,3]
[7,3]
[7,2]
[6,2]
[6,1]
[5,1]
[5,2]
[5,3]
[6,3]
[7,3]
[6,3]
[6,4]
[6,3]
[6,4]
[6,0]
[7,0]
[7,4]
[6,4]
[6,3]
[5,3]
[5,4]
[6,4]
[6,0]
[6,1]
[7,1]
[7,2]
[7,1]
[8,1]
[8,2]
[8,1]
[8,2]
[7,2]
[8,2]
[9,2]
[10,2]
[9,2]

[GROUND TRUTH EXPECTED]:
[7,4]
[7,3]
[8,3]
[7,3]
[7,2]
[6,2]
[6,1]
[5,1]
[5,2]
[5,3]
[6,3]
[7,3]
[6,3]
[6,4]
[6,3]
[6,4]
[6,0]
[7,0]
[7,4]
[6,4]
[6,3]
[5,3]
[5,4]
[6,4]
[6,0]
[6,1]
[7,1]
[7,2]
[7,1]
[8,1]
[8,2]
[8,1]
[8,2]
[7,2]
[8,2]
[9,2]
[10,2]
[9,2]
[8,2]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=38, gravity=15.0, tier=0, grid=default
Grid: 7x10
InitialState: (4, 3)
Actions: ['south', 'north', 'north', 'south', 'south', 'north', 'south', 'north', 'west', 'south', 'west', 'east', 'north', 'east', 'north', 'south', 'north', 'north', 'north', 'north', 'north', 'south', 'north', 'south', 'north', 'south', 'south', 'south', 'east', 'west', 'west', 'east', 'south', 'south', 'east', 'north', 'west', 'south']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=0, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=baseline, experiment_hash=4d0aebc2a26d304076284acdf26ea11801ad3ec7a898baea923ab3e58f1f04b4
Latency(ms): 61086.848
InputTokens: 879
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[4,3]
[4,2]
[4,3]
[4,4]
[4,3]
[4,2]
[4,3]
[4,2]
[4,3]
[3,3]
[3,2]
[2,2]
[3,2]
[3,3]
[4,3]
[4,4]
[4,3]
[4,4]
[4,5]
[4,6]
[4,7]
[4,8]
[4,7]
[4,8]
[4,7]
[4,8]
[4,7]
[4,6]
[4,5]
[5,5]
[4,5]
[3,5]
[4,5]
[4,4]
[4,3]
[5,3]
[5,4]
[4,4]
[4,3]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=38, gravity=15.0, tier=1, grid=default
Grid: 6x7
InitialState: (0, 5)
Actions: ['south', 'west', 'north', 'west', 'north', 'east', 'south', 'east', 'south', 'south', 'east', 'east', 'south', 'west', 'north', 'east', 'south', 'east', 'west', 'south', 'east', 'east', 'east', 'west', 'east', 'south', 'south', 'east', 'north', 'east', 'north', 'north', 'east', 'north', 'west', 'south', 'west', 'south']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=1, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=semantic_disruption, experiment_hash=8587cf79e83d4825a2d645983cb5478a7657d1b584dd627e42ecd7d7a57c64d8
Latency(ms): 61230.567
InputTokens: 899
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[0,5]
[0,4]
[5,4]
[5,5]
[4,5]
[4,6]
[5,6]
[5,5]
[0,5]
[0,4]
[0,3]
[1,3]
[2,3]
[2,2]
[1,2]
[1,3]
[2,3]
[2,2]
[3,2]
[2,2]
[2,1]
[3,1]
[4,1]
[5,1]
[4,1]
[5,1]
[5,0]
[5,6]
[0,6]
[0,0]
[1,0]
[1,1]
[1,2]
[2,2]
[2,3]
[1,3]
[1,2]
[0,2]
[0,1]

==============================

=== RAW STREAM ENTRY (Tokens: 115) ===
Parameters: z=38, gravity=15.0, tier=2, grid=default
Grid: 12x5
InitialState: (0, 0)
Actions: ['east', 'south', 'east', 'east', 'south', 'south', 'south', 'east', 'east', 'south', 'east', 'east', 'south', 'south', 'south', 'east', 'south', 'north', 'east', 'south', 'north', 'south', 'west', 'east', 'west', 'east', 'north', 'south', 'south', 'east', 'east', 'north', 'east', 'north', 'south', 'east', 'north', 'east']
TransitionRules: {'north': {'dx': 0, 'dy': -1}, 'south': {'dx': 0, 'dy': 1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=2, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=attribute_inversion, experiment_hash=45fd7c7951645be2e7bcff05876edd62c89f4868670fa05fc97909a2a45600bb
Latency(ms): 23341.294
InputTokens: 1136
OutputTokens: 1538
------------------------------
[MODEL OUTPUT]:
[0,0]
[1,0]
[1,1]
[2,1]
[3,1]
[3,2]
[3,3]
[3,4]
[4,4]
[5,4]
[5,0]
[6,0]
[7,0]
[7,1]
[7,2]
[7,3]
[8,3]
[8,4]
[8,3]
[9,3]
[9,4]
[9,3]
[9,4]
[8,4]
[9,4]
[8,4]
[9,4]
[9,3]
[9,4]
[9,0]
[10,0]
[11,0]
[11,4]
[0,4]
[0,3]
[0,4]
[1,4]
[1,3]
[2,3]

[GROUND TRUTH EXPECTED]:
[0,0]
[1,0]
[1,1]
[2,1]
[3,1]
[3,2]
[3,3]
[3,4]
[4,4]
[5,4]
[5,0]
[6,0]
[7,0]
[7,1]
[7,2]
[7,3]
[8,3]
[8,4]
[8,3]
[9,3]
[9,4]
[9,3]
[9,4]
[8,4]
[9,4]
[8,4]
[9,4]
[9,3]
[9,4]
[9,0]
[10,0]
[11,0]
[11,4]
[0,4]
[0,3]
[0,4]
[1,4]
[1,3]
[2,3]

==============================

=== RAW STREAM ENTRY (Tokens: 114) ===
Parameters: z=38, gravity=15.0, tier=3, grid=default
Grid: 11x8
InitialState: (6, 0)
Actions: ['south', 'east', 'east', 'west', 'south', 'south', 'east', 'north', 'north', 'east', 'south', 'west', 'west', 'south', 'west', 'west', 'south', 'west', 'east', 'east', 'east', 'south', 'south', 'south', 'north', 'south', 'west', 'south', 'south', 'south', 'north', 'east', 'east', 'south', 'south', 'south', 'north', 'west']
TransitionRules: {'north': {'dx': -1, 'dy': 0}, 'south': {'dx': 1, 'dy': 0}, 'east': {'dx': 0, 'dy': 1}, 'west': {'dx': 0, 'dy': -1}}
EnvironmentMetadata: seed=6430, tier=3, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=coordinate_transformation, experiment_hash=ffd7646351223b118d598ba8b3ce5afe9afb3ec64eb3f1ad0addfc4c2c794380
Latency(ms): 36765.138
InputTokens: 1136
OutputTokens: 2578
------------------------------
[MODEL OUTPUT]:
[6,0]
[7,0]
[7,1]
[7,2]
[7,1]
[8,1]
[9,1]
[9,2]
[8,2]
[7,2]
[7,3]
[8,3]
[8,2]
[8,1]
[9,1]
[9,0]
[9,7]
[10,7]
[10,6]
[10,7]
[10,0]
[10,1]
[0,1]
[1,1]
[2,1]
[1,1]
[2,1]
[2,0]
[3,0]
[4,0]
[5,0]
[4,0]
[4,1]
[4,2]
[5,2]
[6,2]
[7,2]
[6,2]

[GROUND TRUTH EXPECTED]:
[6,0]
[7,0]
[7,1]
[7,2]
[7,1]
[8,1]
[9,1]
[9,2]
[8,2]
[7,2]
[7,3]
[8,3]
[8,2]
[8,1]
[9,1]
[9,0]
[9,7]
[10,7]
[10,6]
[10,7]
[10,0]
[10,1]
[0,1]
[1,1]
[2,1]
[1,1]
[2,1]
[2,0]
[3,0]
[4,0]
[5,0]
[4,0]
[4,1]
[4,2]
[5,2]
[6,2]
[7,2]
[6,2]
[6,1]

==============================

=== RAW STREAM ENTRY (Tokens: 113) ===
Parameters: z=38, gravity=15.0, tier=0, grid=default
Grid: 8x8
InitialState: (7, 3)
Actions: ['north', 'south', 'south', 'south', 'south', 'east', 'east', 'east', 'east', 'north', 'west', 'south', 'north', 'north', 'south', 'west', 'south', 'west', 'east', 'west', 'west', 'south', 'west', 'west', 'south', 'south', 'west', 'east', 'west', 'west', 'north', 'north', 'north', 'south', 'south', 'north', 'east', 'west']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=0, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=baseline, experiment_hash=44c79e880e9d282e9fc83c883cf1e4b4cf09ac9fda64bfffef6323a43b1d3f67
Latency(ms): 19138.366
InputTokens: 1136
OutputTokens: 1341
------------------------------
[MODEL OUTPUT]:
[7,3]
[7,4]
[7,3]
[7,2]
[7,1]
[7,0]
[0,0]
[1,0]
[2,0]
[3,0]
[3,1]
[2,1]
[2,0]
[2,1]
[2,2]
[2,1]
[1,1]
[1,0]
[0,0]
[1,0]
[0,0]
[7,0]
[7,7]
[6,7]
[5,7]
[5,6]
[5,5]
[4,5]
[5,5]
[4,5]
[3,5]
[3,6]
[3,7]
[3,0]
[3,7]
[3,6]
[3,7]
[4,7]

[GROUND TRUTH EXPECTED]:
[7,3]
[7,4]
[7,3]
[7,2]
[7,1]
[7,0]
[0,0]
[1,0]
[2,0]
[3,0]
[3,1]
[2,1]
[2,0]
[2,1]
[2,2]
[2,1]
[1,1]
[1,0]
[0,0]
[1,0]
[0,0]
[7,0]
[7,7]
[6,7]
[5,7]
[5,6]
[5,5]
[4,5]
[5,5]
[4,5]
[3,5]
[3,6]
[3,7]
[3,0]
[3,7]
[3,6]
[3,7]
[4,7]
[3,7]

==============================

=== RAW STREAM ENTRY (Tokens: 114) ===
Parameters: z=38, gravity=15.0, tier=1, grid=default
Grid: 11x7
InitialState: (9, 1)
Actions: ['west', 'west', 'east', 'east', 'west', 'north', 'south', 'west', 'east', 'west', 'west', 'east', 'south', 'west', 'east', 'north', 'east', 'south', 'west', 'south', 'west', 'west', 'north', 'south', 'south', 'west', 'north', 'south', 'west', 'south', 'west', 'east', 'north', 'north', 'west', 'west', 'west', 'east']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=1, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=semantic_disruption, experiment_hash=dd42b3744bccaca294ff51adf9780b309f28faa9c4c96061b77d69616882e5f2
Latency(ms): 33022.258
InputTokens: 1340
OutputTokens: 2611
------------------------------
[MODEL OUTPUT]:
[9,1]
[8,1]
[7,1]
[8,1]
[9,1]
[8,1]
[8,2]
[8,1]
[7,1]
[8,1]
[7,1]
[6,1]
[7,1]
[7,0]
[6,0]
[7,0]
[7,1]
[8,1]
[8,0]
[7,0]
[7,6]
[6,6]
[5,6]
[5,0]
[5,6]
[5,5]
[4,5]
[4,6]
[4,5]
[3,5]
[3,4]
[2,4]
[3,4]
[3,5]
[3,6]
[2,6]
[1,6]
[0,6]
[1,6]

[GROUND TRUTH EXPECTED]:
[9,1]
[8,1]
[7,1]
[8,1]
[9,1]
[8,1]
[8,2]
[8,1]
[7,1]
[8,1]
[7,1]
[6,1]
[7,1]
[7,0]
[6,0]
[7,0]
[7,1]
[8,1]
[8,0]
[7,0]
[7,6]
[6,6]
[5,6]
[5,0]
[5,6]
[5,5]
[4,5]
[4,6]
[4,5]
[3,5]
[3,4]
[2,4]
[3,4]
[3,5]
[3,6]
[2,6]
[1,6]
[0,6]
[1,6]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=38, gravity=15.0, tier=2, grid=default
Grid: 10x6
InitialState: (6, 5)
Actions: ['east', 'west', 'west', 'north', 'south', 'east', 'south', 'south', 'west', 'east', 'south', 'south', 'east', 'west', 'south', 'west', 'west', 'west', 'east', 'south', 'south', 'north', 'west', 'east', 'north', 'east', 'west', 'south', 'north', 'south', 'east', 'east', 'north', 'north', 'south', 'west', 'west', 'east']
TransitionRules: {'north': {'dx': 0, 'dy': -1}, 'south': {'dx': 0, 'dy': 1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=2, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=attribute_inversion, experiment_hash=c39689d515beba18cfd8276aac87ec03d95b988c8738b4556992f1beb6149a7a
Latency(ms): 61092.623
InputTokens: 876
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[6,5]
[7,5]
[6,5]
[5,5]
[5,4]
[5,5]
[6,5]
[6,0]
[6,1]
[5,1]
[6,1]
[6,2]
[6,3]
[7,3]
[6,3]
[6,4]
[5,4]
[4,4]
[3,4]
[4,4]
[4,5]
[4,0]
[4,5]
[3,5]
[4,5]
[4,4]
[5,4]
[4,4]
[4,5]
[4,4]
[4,5]
[5,5]
[6,5]
[6,4]
[6,3]
[6,4]
[5,4]
[4,4]
[5,4]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=38, gravity=15.0, tier=3, grid=default
Grid: 6x10
InitialState: (0, 4)
Actions: ['west', 'east', 'north', 'east', 'north', 'north', 'south', 'south', 'east', 'south', 'east', 'south', 'east', 'east', 'north', 'east', 'east', 'north', 'north', 'south', 'east', 'east', 'west', 'west', 'south', 'east', 'south', 'north', 'west', 'east', 'north', 'north', 'north', 'north', 'south', 'south', 'west', 'east']
TransitionRules: {'north': {'dx': -1, 'dy': 0}, 'south': {'dx': 1, 'dy': 0}, 'east': {'dx': 0, 'dy': 1}, 'west': {'dx': 0, 'dy': -1}}
EnvironmentMetadata: seed=6430, tier=3, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=coordinate_transformation, experiment_hash=c0a247b75bbb1136e486aaee8aeea081b9a15b4c83b04745918b13d2225910fa
Latency(ms): 61065.052
InputTokens: 876
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[0,4]
[0,3]
[0,4]
[5,4]
[5,5]
[4,5]
[3,5]
[4,5]
[5,5]
[5,6]
[0,6]
[0,7]
[1,7]
[1,8]
[1,9]
[0,9]
[0,0]
[0,1]
[5,1]
[4,1]
[5,1]
[5,2]
[5,3]
[5,2]
[5,1]
[0,1]
[0,2]
[1,2]
[0,2]
[0,1]
[0,2]
[5,2]
[4,2]
[3,2]
[2,2]
[3,2]
[4,2]
[4,1]
[4,2]

==============================

=== RAW STREAM ENTRY (Tokens: 114) ===
Parameters: z=38, gravity=15.0, tier=0, grid=default
Grid: 5x6
InitialState: (4, 2)
Actions: ['east', 'west', 'north', 'east', 'south', 'east', 'north', 'north', 'west', 'east', 'east', 'east', 'west', 'west', 'north', 'north', 'west', 'west', 'west', 'north', 'south', 'north', 'south', 'north', 'south', 'east', 'east', 'south', 'north', 'west', 'west', 'north', 'west', 'west', 'south', 'east', 'south', 'south']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=0, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=baseline, experiment_hash=171ba183e39241ee86ac0242a8d3373f1774b3fdf217b255bcf8a62a2216cdf3
Latency(ms): 22506.316
InputTokens: 1136
OutputTokens: 1466
------------------------------
[MODEL OUTPUT]:
[4,2]
[0,2]
[4,2]
[4,3]
[0,3]
[0,2]
[1,2]
[1,3]
[1,4]
[0,4]
[1,4]
[2,4]
[3,4]
[2,4]
[1,4]
[1,5]
[1,0]
[0,0]
[4,0]
[3,0]
[3,1]
[3,0]
[3,1]
[3,0]
[3,1]
[3,0]
[4,0]
[0,0]
[0,5]
[0,0]
[4,0]
[3,0]
[3,1]
[2,1]
[1,1]
[1,0]
[2,0]
[2,5]
[2,4]

[GROUND TRUTH EXPECTED]:
[4,2]
[0,2]
[4,2]
[4,3]
[0,3]
[0,2]
[1,2]
[1,3]
[1,4]
[0,4]
[1,4]
[2,4]
[3,4]
[2,4]
[1,4]
[1,5]
[1,0]
[0,0]
[4,0]
[3,0]
[3,1]
[3,0]
[3,1]
[3,0]
[3,1]
[3,0]
[4,0]
[0,0]
[0,5]
[0,0]
[4,0]
[3,0]
[3,1]
[2,1]
[1,1]
[1,0]
[2,0]
[2,5]
[2,4]

==============================

=== RAW STREAM ENTRY (Tokens: 115) ===
Parameters: z=38, gravity=15.0, tier=1, grid=default
Grid: 11x7
InitialState: (7, 4)
Actions: ['east', 'west', 'east', 'west', 'north', 'south', 'north', 'east', 'west', 'east', 'east', 'north', 'south', 'north', 'east', 'west', 'east', 'east', 'west', 'west', 'south', 'west', 'west', 'west', 'north', 'west', 'east', 'south', 'north', 'south', 'south', 'south', 'north', 'west', 'east', 'north', 'south', 'east']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=1, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=semantic_disruption, experiment_hash=62360048e8844bf64718471715c7676adca21681091b6629a463ac02c1250563
Latency(ms): 37335.215
InputTokens: 1280
OutputTokens: 2538
------------------------------
[MODEL OUTPUT]:
[7,4]
[8,4]
[7,4]
[8,4]
[7,4]
[7,5]
[7,4]
[7,5]
[8,5]
[7,5]
[8,5]
[9,5]
[9,6]
[9,5]
[9,6]
[10,6]
[9,6]
[10,6]
[0,6]
[10,6]
[9,6]
[9,5]
[8,5]
[7,5]
[6,5]
[6,6]
[5,6]
[6,6]
[6,5]
[6,6]
[6,5]
[6,4]
[6,3]
[6,4]
[5,4]
[6,4]
[6,5]
[6,4]
[7,4]

[GROUND TRUTH EXPECTED]:
[7,4]
[8,4]
[7,4]
[8,4]
[7,4]
[7,5]
[7,4]
[7,5]
[8,5]
[7,5]
[8,5]
[9,5]
[9,6]
[9,5]
[9,6]
[10,6]
[9,6]
[10,6]
[0,6]
[10,6]
[9,6]
[9,5]
[8,5]
[7,5]
[6,5]
[6,6]
[5,6]
[6,6]
[6,5]
[6,6]
[6,5]
[6,4]
[6,3]
[6,4]
[5,4]
[6,4]
[6,5]
[6,4]
[7,4]

==============================

=== RAW STREAM ENTRY (Tokens: 115) ===
Parameters: z=38, gravity=15.0, tier=2, grid=default
Grid: 9x12
InitialState: (6, 11)
Actions: ['west', 'south', 'south', 'west', 'south', 'east', 'west', 'north', 'north', 'south', 'south', 'east', 'east', 'east', 'north', 'north', 'east', 'west', 'east', 'west', 'south', 'north', 'south', 'south', 'west', 'west', 'south', 'south', 'east', 'east', 'west', 'east', 'west', 'south', 'west', 'east', 'east', 'south']
TransitionRules: {'north': {'dx': 0, 'dy': -1}, 'south': {'dx': 0, 'dy': 1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=2, gravity=15.0, z=38, grid_key=default, model_id=MAI-Thinking-1, tier_name=attribute_inversion, experiment_hash=7a532280a8fba9d93ca56dfdf251fa8da3e5e938cc36144521c6bcb32f163c0c
Latency(ms): 24130.458
InputTokens: 1136
OutputTokens: 1674
------------------------------
[MODEL OUTPUT]:
[6,11]
[5,11]
[5,0]
[5,1]
[4,1]
[4,2]
[5,2]
[4,2]
[4,1]
[4,0]
[4,1]
[4,2]
[5,2]
[6,2]
[7,2]
[7,1]
[7,0]
[8,0]
[7,0]
[8,0]
[7,0]
[7,1]
[7,0]
[7,1]
[7,2]
[6,2]
[5,2]
[5,3]
[5,4]
[6,4]
[7,4]
[6,4]
[7,4]
[6,4]
[6,5]
[5,5]
[6,5]
[7,5]
